source_file,source_sheet,source_row,player_name,season,team_or_grade,metric_group,metric_name,metric_value,issue_type,severity,reason,action,data_confidence
bexley_stats_spreadsheets.xlsx,2020-21,13,Nicholas Blanda,Summer 2020/21,Historical club summary,batting,battingStrikeRate,2270.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,14,Jason Z Bowler,Summer 2020/21,Historical club summary,batting,battingStrikeRate,389.6,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,32,Dylan Devoy Paino,Summer 2020/21,Historical club summary,batting,battingStrikeRate,1150.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,35,Alex Economou,Summer 2020/21,Historical club summary,batting,battingStrikeRate,6000.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,36,Lucas Eggleston,Summer 2020/21,Historical club summary,batting,battingStrikeRate,552.2,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,43,Robert Henriques,Summer 2020/21,Historical club summary,batting,battingStrikeRate,990.9,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,55,Damian Kleemann,Summer 2020/21,Historical club summary,batting,battingStrikeRate,1050.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,56,Sean M Kore,Summer 2020/21,Historical club summary,batting,battingStrikeRate,2750.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,65,Mike Magoulias,Summer 2020/21,Historical club summary,batting,battingStrikeRate,4800.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,66,Sean M Mantle,Summer 2020/21,Historical club summary,batting,battingStrikeRate,7750.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,71,Leroy Maurer,Summer 2020/21,Historical club summary,batting,battingStrikeRate,711.8,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,75,Andrew Mcguiness,Summer 2020/21,Historical club summary,batting,battingStrikeRate,1613.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,87,Riley Orr,Summer 2020/21,Historical club summary,batting,battingStrikeRate,1666.7,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,89,Shane Pargeter,Summer 2020/21,Historical club summary,batting,battingStrikeRate,384.8,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,92,Ketan Patel,Summer 2020/21,Historical club summary,batting,battingStrikeRate,504.3,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,96,Jon Plakourakis,Summer 2020/21,Historical club summary,batting,battingStrikeRate,1220.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,100,Harry Rich,Summer 2020/21,Historical club summary,batting,battingStrikeRate,12800.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,102,Ben Saunders,Summer 2020/21,Historical club summary,batting,battingStrikeRate,1093.9,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,103,Luke Saunders,Summer 2020/21,Historical club summary,batting,battingStrikeRate,950.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,104,Gavin Scott,Summer 2020/21,Historical club summary,batting,battingStrikeRate,445.5,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,105,Julian Scott,Summer 2020/21,Historical club summary,batting,battingStrikeRate,852.4,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,117,James Toogood,Summer 2020/21,Historical club summary,batting,battingStrikeRate,4460.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,119,Ben Vella,Summer 2020/21,Historical club summary,batting,battingStrikeRate,765.9,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2020-21,128,Daniel Yates,Summer 2020/21,Historical club summary,batting,battingStrikeRate,975.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,11,Mitchell Betts,Summer 2021/22,Historical club summary,batting,battingStrikeRate,757.1,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,14,Jason Z Bowler,Summer 2021/22,Historical club summary,batting,battingStrikeRate,417.4,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,16,James Brown,Summer 2021/22,Historical club summary,batting,battingStrikeRate,482.1,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,22,Luke Byron,Summer 2021/22,Historical club summary,batting,battingStrikeRate,342.9,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,24,Babar Chaudhry,Summer 2021/22,Historical club summary,batting,battingStrikeRate,6600.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,26,Benjamin Churcher,Summer 2021/22,Historical club summary,batting,battingStrikeRate,307.7,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,28,Mick Collins,Summer 2021/22,Historical club summary,batting,battingStrikeRate,560.9,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,35,Alex Economou,Summer 2021/22,Historical club summary,batting,battingStrikeRate,556.3,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,36,Lucas Eggleston,Summer 2021/22,Historical club summary,batting,battingStrikeRate,692.9,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,44,Andrew Gunaratnam,Summer 2021/22,Historical club summary,batting,battingStrikeRate,357.1,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,49,Robert Henriques,Summer 2021/22,Historical club summary,batting,battingStrikeRate,338.5,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,51,George Hodgson,Summer 2021/22,Historical club summary,batting,battingStrikeRate,312.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,59,Steven M Jones,Summer 2021/22,Historical club summary,batting,battingStrikeRate,1428.6,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,60,Chris Jurgeit,Summer 2021/22,Historical club summary,batting,battingStrikeRate,900.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,63,Patrick Kennedy,Summer 2021/22,Historical club summary,batting,battingStrikeRate,475.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,65,Dane Kingston,Summer 2021/22,Historical club summary,batting,battingStrikeRate,1320.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,69,Michael Labb,Summer 2021/22,Historical club summary,batting,battingStrikeRate,383.8,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,71,Francois Lategan,Summer 2021/22,Historical club summary,batting,battingStrikeRate,522.2,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,72,Gabriel R Lattouf,Summer 2021/22,Historical club summary,batting,battingStrikeRate,2333.3,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,73,Lindsay Le Bas,Summer 2021/22,Historical club summary,batting,battingStrikeRate,414.8,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,75,Mark Loreggia,Summer 2021/22,Historical club summary,batting,battingStrikeRate,544.4,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,82,Zac Mcgrath,Summer 2021/22,Historical club summary,batting,battingStrikeRate,2400.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,83,Andrew Mcguiness,Summer 2021/22,Historical club summary,batting,battingStrikeRate,19100.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,85,John J Mesar,Summer 2021/22,Historical club summary,batting,battingStrikeRate,318.2,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,114,Timothy Sherwin,Summer 2021/22,Historical club summary,batting,battingStrikeRate,2300.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,122,Bradley Thorncraft,Summer 2021/22,Historical club summary,batting,battingStrikeRate,2575.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,124,James Toogood,Summer 2021/22,Historical club summary,batting,battingStrikeRate,553.2,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,136,Benjamin Worger,Summer 2021/22,Historical club summary,batting,battingStrikeRate,1225.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,139,Daniel Yates,Summer 2021/22,Historical club summary,batting,battingStrikeRate,550.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,2021-22,140,Muhammad Zeeshan,Summer 2021/22,Historical club summary,batting,battingStrikeRate,900.0,suspicious,medium,Strike rate above 300 from Excel needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1930-31,14,F Hurst,Summer 1930/31,Historical club summary,bowling,bowlingEconomyRate,19.0,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1930-31,15,M Jones,Summer 1930/31,Historical club summary,bowling,legacy_misaligned_bowling_wickets_candidate,923.0,format_issue,high,Very high early-workbook runs value was previously at risk of being misread as wickets; exclude from headline records pending manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1944-45,17,H Jolly,Summer 1944/45,Historical club summary,bowling,legacy_misaligned_bowling_wickets_candidate,924.0,format_issue,high,Very high early-workbook runs value was previously at risk of being misread as wickets; exclude from headline records pending manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1949-50,12,Ron Lamb,Summer 1949/50,Historical club summary,bowling,bowlingEconomyRate,25.0,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1950-51,20,C Warren,Summer 1950/51,Historical club summary,bowling,bowlingEconomyRate,15.5,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,4,K Arter,Summer 1954/55,Historical club summary,bowling,bowlingWickets,68.0,invalid,high,Wickets cannot exceed balls bowled.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,4,K Arter,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,0.8824,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,6,Ron Cook,Summer 1954/55,Historical club summary,bowling,bowlingWickets,245.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,6,Ron Cook,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.0508,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,6,Ron Cook,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.4449,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,9,Fred Lark,Summer 1954/55,Historical club summary,bowling,bowlingWickets,239.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,9,Fred Lark,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1864,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,9,Fred Lark,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.4812,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,10,Gordon Leslie,Summer 1954/55,Historical club summary,bowling,bowlingWickets,604.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,10,Gordon Leslie,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1063,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,10,Gordon Leslie,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.7748,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,12,K Lewis,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,2.0,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,13,Harry Milburn,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,2.4,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,15,John Mckay,Summer 1954/55,Historical club summary,bowling,bowlingWickets,410.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,15,John Mckay,Summer 1954/55,Historical club summary,bowling,bowlingWickets,410.0,invalid,high,Wickets cannot exceed balls bowled.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,15,John Mckay,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.0149,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,15,John Mckay,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,0.9805,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,16,Frank Osborne,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.6,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,17,Alf Randall,Summer 1954/55,Historical club summary,bowling,bowlingWickets,240.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,17,Alf Randall,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.0386,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,17,Alf Randall,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.2958,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,18,Alf Randall (jnr),Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.6667,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,19,V Ridge,Summer 1954/55,Historical club summary,bowling,bowlingWickets,195.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,19,V Ridge,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.0603,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,19,V Ridge,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.0205,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,20,Keith Trotter,Summer 1954/55,Historical club summary,bowling,bowlingWickets,499.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,20,Keith Trotter,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.0155,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,20,Keith Trotter,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.5531,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,22,Jock Webb,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,2.0,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,31,Clyde Eastman,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.322,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,33,Jim George,Summer 1954/55,Historical club summary,bowling,bowlingWickets,290.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,33,Jim George,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1259,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,33,Jim George,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.4793,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,34,Warwick Gietz,Summer 1954/55,Historical club summary,bowling,bowlingWickets,277.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,34,Warwick Gietz,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1594,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,34,Warwick Gietz,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.4946,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,35,Bob Griffin,Summer 1954/55,Historical club summary,bowling,bowlingWickets,49.0,invalid,high,Wickets cannot exceed balls bowled.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,35,Bob Griffin,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,0.9796,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,36,Ken Honeywell,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.8235,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,37,Fred Larke,Summer 1954/55,Historical club summary,bowling,bowlingWickets,138.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,37,Fred Larke,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1574,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,37,Fred Larke,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,2.2101,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,39,K Lewis,Summer 1954/55,Historical club summary,bowling,bowlingWickets,233.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,39,K Lewis,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1774,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,39,K Lewis,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.5966,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,43,Frank Osborne,Summer 1954/55,Historical club summary,bowling,bowlingWickets,236.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,43,Frank Osborne,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1247,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,43,Frank Osborne,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.6314,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,44,Alf Randall,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.0244,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,45,V Ridge,Summer 1954/55,Historical club summary,bowling,bowlingWickets,237.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,45,V Ridge,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,45,V Ridge,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.2658,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,47,John Rogers,Summer 1954/55,Historical club summary,bowling,bowlingWickets,213.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,47,John Rogers,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.0667,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,47,John Rogers,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.2676,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,48,W Salmon,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1333,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,48,W Salmon,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.6667,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,49,George Toddie,Summer 1954/55,Historical club summary,bowling,bowlingWickets,193.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,49,George Toddie,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.2063,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,49,George Toddie,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.8083,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,50,Ross Turnbull,Summer 1954/55,Historical club summary,bowling,bowlingWickets,154.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,50,Ross Turnbull,Summer 1954/55,Historical club summary,bowling,bowlingEconomyRate,0.1905,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1954-55,50,Ross Turnbull,Summer 1954/55,Historical club summary,bowling,bowlingStrikeRate,1.6364,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,4,Bob Bigelow,Summer 1955/56,Historical club summary,bowling,bowlingEconomyRate,0.1,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,4,Bob Bigelow,Summer 1955/56,Historical club summary,bowling,bowlingStrikeRate,1.3636,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,5,Sam Burtenshaw,Summer 1955/56,Historical club summary,bowling,bowlingWickets,8.0,invalid,high,Wickets cannot exceed balls bowled.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,5,Sam Burtenshaw,Summer 1955/56,Historical club summary,bowling,bowlingStrikeRate,0.75,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,6,Ron Cook,Summer 1955/56,Historical club summary,bowling,bowlingWickets,555.0,suspicious,medium,Season wickets above 100 need manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,6,Ron Cook,Summer 1955/56,Historical club summary,bowling,bowlingEconomyRate,0.2166,suspicious,medium,Season economy outside 0.5-15 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,6,Ron Cook,Summer 1955/56,Historical club summary,bowling,bowlingStrikeRate,1.6468,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,7,Barry Davey,Summer 1955/56,Historical club summary,bowling,bowlingWickets,22.0,invalid,high,Wickets cannot exceed balls bowled.,excluded_from_records,low
bexley_stats_spreadsheets.xlsx,1955-56,7,Barry Davey,Summer 1955/56,Historical club summary,bowling,bowlingStrikeRate,0.8182,suspicious,medium,Bowling strike rate outside 3-300 needs manual review.,excluded_from_records,low
