player_id,player_name,short_name,club,team_name,grade_name,season_id,season,season_start_date,competition_name,raw_player_id,raw_player_name,source_system,source_file,source_sheet,source_row,data_confidence,matches,battingInnings,battingAggregate,battingNotOuts,battingBallsFaced,batting50s,batting100s,batting0s,battingHighScore,isBattingHSNotOut,battingAverage,battingStrikeRate,battingFours,battingSixes,battingMinutes,team_id,grade_id,canonical_player_id,canonical_player_name
excel_438d54d74a5deb8c,B Smith,B Smith,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_438d54d74a5deb8c,B Smith,excel,bexley_stats_spreadsheets.xlsx,1951-52,68,high,,22,40,3,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_95d5968950c8f83e,Stan Towner,S Towner,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_95d5968950c8f83e,Stan Towner,excel,bexley_stats_spreadsheets.xlsx,1951-52,69,high,,10,73,,,,,,,False,7.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_d5ef4dd04522d1a0,D Warburton,D Warburton,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d5ef4dd04522d1a0,D Warburton,excel,bexley_stats_spreadsheets.xlsx,1951-52,70,medium,,6,8,3,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_8f2a0b75dc506a5e,R Watson,R Watson,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_8f2a0b75dc506a5e,R Watson,excel,bexley_stats_spreadsheets.xlsx,1951-52,71,high,,7,46,1,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_b6daad6a1f7ada64,E Weatherhead,E Weatherhead,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b6daad6a1f7ada64,E Weatherhead,excel,bexley_stats_spreadsheets.xlsx,1951-52,72,high,,18,54,5,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_31b30c4015437f86,Peter Westwood,P Westwood,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_31b30c4015437f86,Peter Westwood,excel,bexley_stats_spreadsheets.xlsx,1951-52,73,high,,4,75,,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4a22a5cf10932f33,Games Wo,G Wo,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4a22a5cf10932f33,Games Wo,excel,bexley_stats_spreadsheets.xlsx,1951-52,81,high,1,,1,1,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_13345531b309514c,15 4,1 4,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_13345531b309514c,15 4,excel,bexley_stats_spreadsheets.xlsx,1951-52,82,high,4,3,,3,,,,,1,False,2,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4a22a5cf10932f33,Games Wo,G Wo,Georges River DCC,Georges River DCC,Historical club summary,excel_1951_52,Summer 1951/52,1951-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4a22a5cf10932f33,Games Wo,excel,bexley_stats_spreadsheets.xlsx,1951-52,85,high,1,,,1,,,,,1,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_f9e00fe60c2850f5,Bob Bigelow,B Bigelow,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_f9e00fe60c2850f5,Bob Bigelow,excel,bexley_stats_spreadsheets.xlsx,1952-53,4,medium,,2,8,1,,,,,4,True,8,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_11bcc9715051ba99,Ken Bussell,K Bussell,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_11bcc9715051ba99,Ken Bussell,excel,bexley_stats_spreadsheets.xlsx,1952-53,5,high,,16,257,1,,,,,58,False,17.133333333333333,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_54ae065b50b6e284,J Jordan,J Jordan,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_54ae065b50b6e284,J Jordan,excel,bexley_stats_spreadsheets.xlsx,1952-53,7,medium,,1,1,,,,,,1,False,1,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_13e0556b6cde7038,Gordon Leslie,G Leslie,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_13e0556b6cde7038,Gordon Leslie,excel,bexley_stats_spreadsheets.xlsx,1952-53,8,high,,11,53,6,,,,,13,False,10.6,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_8809550774d8aa16,Jack Lloyd,J Lloyd,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_8809550774d8aa16,Jack Lloyd,excel,bexley_stats_spreadsheets.xlsx,1952-53,9,high,,13,152,2,,,,,39,False,13.818181818181818,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_bb32442066e3ec92,Harry Milburn,H Milburn,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_bb32442066e3ec92,Harry Milburn,excel,bexley_stats_spreadsheets.xlsx,1952-53,10,high,,16,384,4,,,,,65,False,32,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_e8661156b6159f5c,Frank Osborne,F Osborne,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e8661156b6159f5c,Frank Osborne,excel,bexley_stats_spreadsheets.xlsx,1952-53,11,high,,6,25,1,,,,,10,False,5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7acc173706075d7c,Tom Payne,T Payne,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7acc173706075d7c,Tom Payne,excel,bexley_stats_spreadsheets.xlsx,1952-53,12,high,,15,220,,,,,,50,False,14.666666666666666,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c711469a1599e4b3,Alf Randle,A Randle,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c711469a1599e4b3,Alf Randle,excel,bexley_stats_spreadsheets.xlsx,1952-53,13,high,,9,180,,,,,,113,False,20,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_889411e4bf306437,Barry Trevillion,B Trevillion,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_889411e4bf306437,Barry Trevillion,excel,bexley_stats_spreadsheets.xlsx,1952-53,14,high,,8,37,1,,,,,20,False,5.285714285714286,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_1568aa8363f0a4b5,Keith Trotter,K Trotter,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1568aa8363f0a4b5,Keith Trotter,excel,bexley_stats_spreadsheets.xlsx,1952-53,15,high,,8,30,,,,,,13,False,3.75,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_db76354986109c49,Ross Turnbull,R Turnbull,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_db76354986109c49,Ross Turnbull,excel,bexley_stats_spreadsheets.xlsx,1952-53,16,high,,4,73,1,,,,,24,False,24.333333333333332,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_9bc36621fa091cfb,Alan Vippond,A Vippond,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_9bc36621fa091cfb,Alan Vippond,excel,bexley_stats_spreadsheets.xlsx,1952-53,17,medium,,13,193,5,,,,,27,False,24.125,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_b49fd39afcea2fb7,Jock Webb,J Webb,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b49fd39afcea2fb7,Jock Webb,excel,bexley_stats_spreadsheets.xlsx,1952-53,18,medium,,15,324,2,,,,,77,False,24.923076923076923,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4f611584b653f3f6,Peter Westwood,P Westwood,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4f611584b653f3f6,Peter Westwood,excel,bexley_stats_spreadsheets.xlsx,1952-53,19,high,,16,275,2,,,,,65,False,19.642857142857142,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_f9e00fe60c2850f5,Bob Bigelow,B Bigelow,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_f9e00fe60c2850f5,Bob Bigelow,excel,bexley_stats_spreadsheets.xlsx,1952-53,24,high,,15,144,3,,,,,43,False,12,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_f8bf0d1de6cb80b9,Ren Bullock,R Bullock,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_f8bf0d1de6cb80b9,Ren Bullock,excel,bexley_stats_spreadsheets.xlsx,1952-53,25,high,,20,342,2,,,,,48,True,19,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_be6c87368e7fcae8,B Bullock,B Bullock,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_be6c87368e7fcae8,B Bullock,excel,bexley_stats_spreadsheets.xlsx,1952-53,26,high,,5,7,1,,,,,6,False,1.75,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7bccb6c6202ab1a5,Howard Cooper,H Cooper,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7bccb6c6202ab1a5,Howard Cooper,excel,bexley_stats_spreadsheets.xlsx,1952-53,27,medium,,13,98,4,,,,,27,False,10.88888888888889,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4ede53b3ad363a6d,Bob Dixon,B Dixon,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4ede53b3ad363a6d,Bob Dixon,excel,bexley_stats_spreadsheets.xlsx,1952-53,28,high,,18,192,1,,,,,62,True,11.294117647058824,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_a92497d150adb287,Bill Edmonds,B Edmonds,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_a92497d150adb287,Bill Edmonds,excel,bexley_stats_spreadsheets.xlsx,1952-53,29,high,,22,426,2,,,,,104,False,21.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_9dbf0adca102dde2,Don Eldridge,D Eldridge,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_9dbf0adca102dde2,Don Eldridge,excel,bexley_stats_spreadsheets.xlsx,1952-53,30,high,,7,84,2,,,,,51,True,16.8,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_9d600625c10e4f67,Percy Eldridge,P Eldridge,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_9d600625c10e4f67,Percy Eldridge,excel,bexley_stats_spreadsheets.xlsx,1952-53,31,high,,1,4,1,,,,,4,True,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_9dba721a4ffb3f52,Jack Farthing,J Farthing,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_9dba721a4ffb3f52,Jack Farthing,excel,bexley_stats_spreadsheets.xlsx,1952-53,32,high,,3,45,,,,,,43,False,15,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_3d486460c181521f,Warwick Gietz,W Gietz,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_3d486460c181521f,Warwick Gietz,excel,bexley_stats_spreadsheets.xlsx,1952-53,33,high,,13,112,1,,,,,38,False,9.333333333333334,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_667ae20b09bd8935,Ron Gnaden,R Gnaden,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_667ae20b09bd8935,Ron Gnaden,excel,bexley_stats_spreadsheets.xlsx,1952-53,34,high,,15,45,,,,,,11,False,3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_0d55cdc7551577d3,H Jolly,H Jolly,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0d55cdc7551577d3,H Jolly,excel,bexley_stats_spreadsheets.xlsx,1952-53,35,high,,2,10,,,,,,7,False,5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_54ae065b50b6e284,J Jordan,J Jordan,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_54ae065b50b6e284,J Jordan,excel,bexley_stats_spreadsheets.xlsx,1952-53,36,high,,3,20,1,,,,,12,False,10,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_da9330cdf6d2065b,B Kelly,B Kelly,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_da9330cdf6d2065b,B Kelly,excel,bexley_stats_spreadsheets.xlsx,1952-53,37,high,,1,17,,,,,,17,False,17,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_440b87fc1732818a,Paul Kelly,P Kelly,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_440b87fc1732818a,Paul Kelly,excel,bexley_stats_spreadsheets.xlsx,1952-53,38,high,,17,170,3,,,,,41,True,12.142857142857142,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_2c351a3ce01576b7,Ray Meacham,R Meacham,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_2c351a3ce01576b7,Ray Meacham,excel,bexley_stats_spreadsheets.xlsx,1952-53,39,high,,9,79,,,,,,39,False,9.875,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_5dfc8bf4e967632e,P Mead,P Mead,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_5dfc8bf4e967632e,P Mead,excel,bexley_stats_spreadsheets.xlsx,1952-53,40,high,,1,8,,,,,,8,False,8,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_e8661156b6159f5c,Frank Osborne,F Osborne,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e8661156b6159f5c,Frank Osborne,excel,bexley_stats_spreadsheets.xlsx,1952-53,41,high,,11,168,2,,,,,30,False,18.666666666666668,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_b1b764ead88816ba,Peter Ricketts,P Ricketts,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b1b764ead88816ba,Peter Ricketts,excel,bexley_stats_spreadsheets.xlsx,1952-53,42,high,,11,103,1,,,,,36,False,10.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_19355b7558817324,Paul Robson,P Robson,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_19355b7558817324,Paul Robson,excel,bexley_stats_spreadsheets.xlsx,1952-53,43,high,,8,147,2,,,,,70,False,24.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c3adf6965e870e89,Stan Towner,S Towner,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c3adf6965e870e89,Stan Towner,excel,bexley_stats_spreadsheets.xlsx,1952-53,44,high,,2,1,1,,,,,1,False,1,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_1568aa8363f0a4b5,Keith Trotter,K Trotter,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1568aa8363f0a4b5,Keith Trotter,excel,bexley_stats_spreadsheets.xlsx,1952-53,45,high,,2,4,,,,,,2,False,2,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_84b849889a571df0,A Warden,A Warden,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_84b849889a571df0,A Warden,excel,bexley_stats_spreadsheets.xlsx,1952-53,46,high,,9,113,4,,,,,32,False,22.6,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7f4258673683d70e,Games Wo,G Wo,Georges River DCC,Georges River DCC,Historical club summary,excel_1952_53,Summer 1952/53,1952-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7f4258673683d70e,Games Wo,excel,bexley_stats_spreadsheets.xlsx,1952-53,54,high,1,,1,1,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c710b1ee6755aee4,K Arter,K Arter,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c710b1ee6755aee4,K Arter,excel,bexley_stats_spreadsheets.xlsx,1953-54,4,high,,10,145,1,,,,,49,False,16.11,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_449a8c339688c612,R Bigelow,R Bigelow,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_449a8c339688c612,R Bigelow,excel,bexley_stats_spreadsheets.xlsx,1953-54,5,high,,17,254,5,,,,,45,False,21.16,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_366a865e38a373e3,K Bussell,K Bussell,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_366a865e38a373e3,K Bussell,excel,bexley_stats_spreadsheets.xlsx,1953-54,6,high,,9,204,1,,,,,54,False,25.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_78876d6b0f7a626e,G Leslie,G Leslie,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_78876d6b0f7a626e,G Leslie,excel,bexley_stats_spreadsheets.xlsx,1953-54,7,high,,14,43,6,,,,,10,False,5.37,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_30f5d62cdd44797a,H Milburn,H Milburn,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_30f5d62cdd44797a,H Milburn,excel,bexley_stats_spreadsheets.xlsx,1953-54,8,high,,16,403,1,,,,,89,False,26.86,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_873c8f1248cf5aab,A Mostyn,A Mostyn,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_873c8f1248cf5aab,A Mostyn,excel,bexley_stats_spreadsheets.xlsx,1953-54,9,high,,12,94,1,,,,,28,False,8.54,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_f0bcaa4923f3d5f0,K Murden,K Murden,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_f0bcaa4923f3d5f0,K Murden,excel,bexley_stats_spreadsheets.xlsx,1953-54,10,high,,9,69,,,,,,22,False,8.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_3c45af18b50ae06e,J Mckay,J Mckay,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_3c45af18b50ae06e,J Mckay,excel,bexley_stats_spreadsheets.xlsx,1953-54,11,high,,17,238,2,,,,,44,False,15.86,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_0bbd0619a4a32f90,A Randall,A Randall,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0bbd0619a4a32f90,A Randall,excel,bexley_stats_spreadsheets.xlsx,1953-54,12,high,,12,57,4,,,,,11,False,7.12,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_38be76bf51c0c0f7,B Trevillion,B Trevillion,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_38be76bf51c0c0f7,B Trevillion,excel,bexley_stats_spreadsheets.xlsx,1953-54,13,high,,8,73,1,,,,,33,False,10.42,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_32edc64bbb31bb4a,K Trotter,K Trotter,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_32edc64bbb31bb4a,K Trotter,excel,bexley_stats_spreadsheets.xlsx,1953-54,14,high,,13,115,2,,,,,26,False,10.45,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_bb681fbc2840b2c2,J Webb,J Webb,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_bb681fbc2840b2c2,J Webb,excel,bexley_stats_spreadsheets.xlsx,1953-54,15,high,,20,563,2,,,,,135,False,31.27,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c710b1ee6755aee4,K Arter,K Arter,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c710b1ee6755aee4,K Arter,excel,bexley_stats_spreadsheets.xlsx,1953-54,24,medium,,3,62,,,,,,59,False,20.66,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_6c965236358465cb,B Bullock,B Bullock,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6c965236358465cb,B Bullock,excel,bexley_stats_spreadsheets.xlsx,1953-54,25,high,,1,4,,,,,,4,False,4,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_28a7916767a4a0ac,R Burdon,R Burdon,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_28a7916767a4a0ac,R Burdon,excel,bexley_stats_spreadsheets.xlsx,1953-54,27,high,,1,,,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_1b64bbdb382edc41,K Forwood,K Forwood,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1b64bbdb382edc41,K Forwood,excel,bexley_stats_spreadsheets.xlsx,1953-54,32,high,,2,4,,,,,,2,False,2,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_04362d40a49ad40f,W Gietz,W Gietz,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_04362d40a49ad40f,W Gietz,excel,bexley_stats_spreadsheets.xlsx,1953-54,34,high,,13,174,,,,,,64,False,13.38,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_b844f9392dcd627c,P Kelly,P Kelly,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b844f9392dcd627c,P Kelly,excel,bexley_stats_spreadsheets.xlsx,1953-54,36,high,,1,15,,,,,,15,False,15,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_1469843208adca86,R O'shannessy,R O'shannessy,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1469843208adca86,R O'shannessy,excel,bexley_stats_spreadsheets.xlsx,1953-54,43,high,,2,42,,,,,,39,False,21,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_efcb7dc73847e7d0,T Payne,T Payne,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_efcb7dc73847e7d0,T Payne,excel,bexley_stats_spreadsheets.xlsx,1953-54,44,high,,3,46,,,,,,28,False,15.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_38be76bf51c0c0f7,B Trevillion,B Trevillion,Georges River DCC,Georges River DCC,Historical club summary,excel_1953_54,Summer 1953/54,1953-07-01T00:00:00.0000000+00:00,Historical Excel,excel_38be76bf51c0c0f7,B Trevillion,excel,bexley_stats_spreadsheets.xlsx,1953-54,48,high,,2,21,,,,,,19,False,10.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_a263868445066acb,K Arter,K Arter,Georges River DCC,Georges River DCC,Historical club summary,excel_1954_55,Summer 1954/55,1954-07-01T00:00:00.0000000+00:00,Historical Excel,excel_a263868445066acb,K Arter,excel,bexley_stats_spreadsheets.xlsx,1954-55,4,high,,9,169,1,,,,,62,False,21.125,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
